Age	Workclass	Education	Marital_Status	Occupation	Relationship	Race	Sex	Hours_Per_Week	Native_Country	Income	
41783.jpg	0	1	1	1	1	0	1	0	0	1	0
41784.jpg	0	0	1	1	1	0	1	0	0	1	0
41785.jpg	1	1	1	0	1	0	1	1	1	1	1
41786.jpg	0	1	1	1	1	0	1	0	0	1	0
41787.jpg	1	0	1	1	1	0	1	1	0	1	0
41788.jpg	1	0	1	1	1	0	1	0	1	1	1
41789.jpg	0	1	0	1	1	0	1	1	0	1	0
41790.jpg	0	1	1	1	0	0	0	0	0	1	0
41791.jpg	1	0	0	0	1	0	1	1	1	1	0
41792.jpg	0	1	0	0	0	0	1	1	1	1	1
41793.jpg	1	0	0	0	1	0	1	1	0	1	0
41794.jpg	1	0	0	1	1	1	1	0	1	1	0
41795.jpg	0	1	0	1	1	1	1	1	0	0	0
41796.jpg	1	1	0	0	0	0	1	1	0	1	0
41797.jpg	1	1	1	1	1	0	1	1	0	1	0
41798.jpg	1	1	1	0	0	0	1	1	1	1	0
41799.jpg	0	0	1	1	1	1	1	0	1	1	0
41800.jpg	1	1	0	0	1	0	0	1	0	0	0
41801.jpg	1	1	0	1	0	1	1	1	0	1	0
41802.jpg	1	0	1	0	1	0	1	1	0	1	1
41803.jpg	0	1	1	1	1	1	1	1	1	1	0
41804.jpg	0	1	1	1	1	1	0	1	1	0	0
41805.jpg	0	0	0	1	0	0	1	1	0	1	0
41806.jpg	1	1	1	0	1	0	1	1	0	1	1
41807.jpg	0	1	1	0	1	0	1	1	0	1	1
41808.jpg	0	1	1	1	1	0	1	1	0	1	0
41809.jpg	1	1	1	0	1	0	1	1	1	1	1
41810.jpg	0	1	1	1	1	1	1	0	0	1	0
41811.jpg	0	0	1	0	0	0	1	1	0	1	0
41812.jpg	1	0	1	1	1	1	1	0	0	1	0
41813.jpg	0	0	0	1	1	0	0	1	0	1	0
41814.jpg	1	1	1	1	1	0	1	0	0	0	0
41815.jpg	0	1	0	1	0	1	1	1	1	1	0
41816.jpg	0	0	1	1	1	1	1	0	0	1	0
41817.jpg	1	1	1	0	1	0	1	1	1	1	1
41818.jpg	1	0	0	1	1	1	1	1	0	1	0
41819.jpg	1	1	1	0	1	0	1	1	0	1	1
41820.jpg	1	1	0	0	0	0	1	1	1	1	0
41821.jpg	1	0	1	0	1	0	1	1	0	1	0
41822.jpg	1	1	1	0	1	0	1	1	1	1	0
41823.jpg	0	1	1	1	1	0	0	0	0	0	0
41824.jpg	0	1	0	1	1	0	1	1	0	1	0
41825.jpg	0	1	1	1	1	1	0	0	0	1	0
41826.jpg	1	0	0	1	1	1	1	1	0	1	0
41827.jpg	0	1	1	1	1	0	1	1	0	1	0
41828.jpg	1	0	0	0	1	0	1	1	0	1	1
41829.jpg	0	0	1	1	1	0	1	0	0	1	0
41830.jpg	0	1	1	1	1	1	1	0	0	1	0
41831.jpg	0	1	0	1	0	1	1	1	0	1	0
41832.jpg	1	1	1	0	1	0	1	1	0	1	0
41833.jpg	1	0	1	1	1	0	1	0	0	1	0
41834.jpg	1	1	0	0	1	0	0	1	0	0	0
41835.jpg	1	0	1	0	1	0	1	0	0	1	1
41836.jpg	1	0	1	1	1	1	1	0	1	1	0
41837.jpg	0	1	0	1	1	1	1	0	0	1	0
41838.jpg	1	0	0	0	1	0	1	1	0	1	0
41839.jpg	1	0	1	1	1	1	0	0	0	1	0
41840.jpg	1	0	1	0	1	0	1	1	1	1	1
41841.jpg	0	0	1	1	1	1	1	1	1	1	1
41842.jpg	1	0	0	1	1	1	1	0	0	1	0
41843.jpg	1	1	0	1	1	0	0	0	0	1	0
41844.jpg	1	0	0	1	1	1	1	0	0	1	0
41845.jpg	0	1	0	1	1	0	1	0	0	0	0
41846.jpg	1	1	0	0	1	0	1	1	0	0	0
41847.jpg	1	1	0	1	1	1	1	1	0	1	0
41848.jpg	1	1	1	1	1	0	1	0	0	1	0
41849.jpg	0	1	0	1	1	1	1	1	0	1	0
41850.jpg	0	0	0	0	1	0	1	0	0	0	0
41851.jpg	0	1	0	0	1	0	1	1	1	1	0
41852.jpg	1	1	0	1	1	0	1	1	0	1	0
41853.jpg	1	1	1	0	0	0	1	1	0	1	0
41854.jpg	1	1	0	1	1	0	0	1	0	1	0
41855.jpg	0	0	0	1	1	0	0	0	0	1	0
41856.jpg	1	1	1	1	1	0	0	0	0	1	0
41857.jpg	0	0	0	1	1	0	1	0	0	0	0
41858.jpg	0	1	1	0	1	0	1	0	0	1	1
41859.jpg	1	1	1	0	1	0	1	1	1	1	1
41860.jpg	1	0	1	0	1	0	1	1	1	1	0
41861.jpg	0	1	0	0	1	0	1	1	1	1	0
41862.jpg	1	1	1	1	1	0	1	0	1	1	0
41863.jpg	0	1	0	1	1	1	0	0	0	0	0
41864.jpg	1	1	1	1	1	0	1	1	0	1	0
41865.jpg	1	1	0	0	0	0	1	1	0	1	0
41866.jpg	0	1	0	0	0	0	1	1	0	1	0
41867.jpg	0	0	0	1	1	0	1	1	0	1	0
41868.jpg	1	1	1	0	1	0	1	1	1	1	1
41869.jpg	0	1	1	1	1	0	0	0	0	1	0
41870.jpg	1	1	0	1	1	0	1	0	0	1	0
41871.jpg	0	1	1	1	1	1	1	0	1	1	0
41872.jpg	1	0	1	1	1	1	1	0	0	1	0
41873.jpg	0	0	0	0	1	0	0	1	1	1	0
41874.jpg	1	0	1	0	1	0	1	1	0	1	1
41875.jpg	0	1	1	1	1	1	1	1	0	1	0
41876.jpg	1	1	0	1	1	1	0	0	0	1	0
41877.jpg	0	1	0	1	1	0	1	0	0	1	0
41878.jpg	1	0	1	0	1	0	0	1	0	1	1
41879.jpg	0	1	1	0	1	0	1	1	0	1	1
41880.jpg	0	0	1	1	1	1	1	1	0	1	0
41881.jpg	1	0	1	0	1	0	1	1	0	1	0
41882.jpg	0	1	1	1	1	0	1	1	0	1	0
41883.jpg	0	0	1	0	0	0	1	1	0	1	0
41884.jpg	1	0	1	1	1	1	1	1	1	1	0
41885.jpg	1	1	0	1	1	0	1	0	1	1	0
41886.jpg	0	1	1	1	1	1	1	1	1	1	1
41887.jpg	1	1	0	1	1	0	1	1	0	1	0
41888.jpg	0	1	0	0	1	0	1	1	1	1	0
41889.jpg	1	1	0	1	1	0	0	0	1	1	0
41890.jpg	0	1	1	1	1	0	1	1	0	1	0
41891.jpg	1	0	1	0	0	0	1	1	1	1	1
41892.jpg	1	1	1	0	1	0	1	1	1	1	1
41893.jpg	0	1	1	1	1	1	1	0	0	1	0
41894.jpg	1	1	1	0	0	0	1	1	0	1	1
41895.jpg	1	0	1	1	1	1	1	1	0	0	1
41896.jpg	1	1	1	0	1	0	1	1	1	1	1
41897.jpg	0	1	1	1	1	0	1	0	0	1	0
41898.jpg	1	1	0	0	1	0	1	1	0	1	0
41899.jpg	1	1	1	1	1	0	0	0	0	0	0
41900.jpg	1	1	1	0	1	0	1	1	0	0	1
41901.jpg	1	0	0	1	1	0	1	0	0	1	0
41902.jpg	0	1	1	0	0	0	1	1	0	1	1
41903.jpg	1	0	0	1	1	1	1	0	1	1	0
41904.jpg	0	0	0	0	1	0	1	1	1	1	1
41905.jpg	0	1	0	0	0	0	1	1	0	1	0
41906.jpg	0	1	1	0	1	0	1	1	0	1	0
41907.jpg	0	1	1	1	1	1	1	1	1	1	0
41908.jpg	1	0	1	0	1	0	1	0	0	1	1
41909.jpg	0	1	1	1	1	1	1	1	0	1	0
41910.jpg	1	0	0	0	1	0	1	1	0	1	1
41911.jpg	1	0	1	0	1	0	1	1	0	1	0
41912.jpg	0	0	1	1	1	0	1	1	0	1	0
41913.jpg	1	1	1	0	1	0	1	1	1	1	1
41914.jpg	1	1	1	0	1	0	1	1	1	0	1
41915.jpg	0	0	1	1	1	0	1	0	1	1	0
41916.jpg	1	1	0	0	1	0	1	1	0	1	0
41917.jpg	0	1	0	0	1	0	1	1	0	0	0
41918.jpg	0	1	0	0	1	0	1	0	0	0	0
41919.jpg	1	1	0	1	1	1	1	0	1	1	0
41920.jpg	0	1	0	1	1	0	1	0	0	1	0
41921.jpg	0	0	1	0	1	0	0	1	0	1	0
41922.jpg	1	0	1	1	1	1	1	0	0	0	0
41923.jpg	1	1	0	0	1	0	1	1	1	1	0
41924.jpg	0	1	0	1	1	0	1	1	0	1	0
41925.jpg	0	1	1	1	1	0	1	0	0	0	0
41926.jpg	1	0	0	0	1	0	0	1	0	1	0
41927.jpg	1	1	0	0	0	0	1	1	0	1	0
41928.jpg	1	0	0	0	1	0	1	1	0	1	0
41929.jpg	0	1	0	0	1	0	1	1	0	0	0
41930.jpg	1	1	0	1	1	1	1	0	1	1	0
41931.jpg	0	1	1	1	1	0	1	0	0	1	0
41932.jpg	0	1	1	0	1	0	1	0	0	1	1
41933.jpg	0	1	0	1	1	1	1	1	0	1	0
41934.jpg	0	1	1	1	1	0	1	0	0	1	0
41935.jpg	0	1	1	0	1	0	0	1	0	1	0
41936.jpg	1	1	0	0	1	0	1	1	1	1	1
41937.jpg	0	1	1	1	1	0	1	0	0	1	0
41938.jpg	1	0	1	0	1	0	1	1	0	1	0
41939.jpg	0	1	1	1	1	1	1	1	0	1	1
41940.jpg	0	1	1	1	1	1	1	0	0	1	0
41941.jpg	0	0	0	1	1	0	1	1	0	1	0
41942.jpg	1	0	1	1	1	0	0	0	0	1	0
41943.jpg	0	0	0	1	1	0	0	0	0	1	0
41944.jpg	1	0	1	0	1	0	1	0	0	1	0
41945.jpg	0	1	0	1	1	0	1	0	0	1	0
41946.jpg	1	0	1	0	1	0	1	1	0	1	1
41947.jpg	0	0	1	0	1	0	0	1	0	1	0
41948.jpg	0	1	1	1	1	1	1	0	1	1	0
41949.jpg	0	0	0	1	0	1	1	1	1	1	0
41950.jpg	1	1	1	1	1	0	1	0	0	1	0
41951.jpg	1	1	0	0	1	0	0	1	1	1	0
41952.jpg	1	1	1	0	1	0	1	1	0	1	1
41953.jpg	0	1	1	1	1	0	1	1	1	1	0
41954.jpg	1	1	0	1	1	1	1	0	0	1	0
41955.jpg	1	1	0	0	1	0	1	1	1	1	1
41956.jpg	0	1	1	0	1	0	1	1	1	1	1
41957.jpg	0	1	1	0	1	0	1	1	1	1	0
41958.jpg	1	0	0	0	1	0	1	1	1	0	0
41959.jpg	0	1	0	1	1	1	1	0	1	1	0
41960.jpg	1	1	0	0	0	0	1	1	0	1	1
41961.jpg	0	1	0	1	1	1	1	1	1	1	0
41962.jpg	1	0	0	1	1	0	1	0	0	1	0
41963.jpg	1	1	1	0	1	0	1	1	0	1	1
41964.jpg	1	0	0	0	0	0	1	1	0	1	1
41965.jpg	1	0	1	0	1	0	1	1	0	1	1
41966.jpg	0	1	1	1	1	1	1	1	1	1	0
41967.jpg	1	1	0	0	1	0	1	1	1	1	1
41968.jpg	0	1	0	0	1	0	1	1	0	1	1
41969.jpg	0	1	0	1	1	0	1	1	0	1	0
41970.jpg	1	1	0	0	1	0	1	1	0	1	0
41971.jpg	0	1	0	1	1	0	1	0	0	1	0
41972.jpg	0	1	1	1	1	1	1	0	0	1	0
41973.jpg	1	0	1	0	1	0	1	1	1	1	1
41974.jpg	0	1	1	1	1	0	1	0	0	1	0
41975.jpg	0	1	0	1	0	1	0	1	0	0	0
41976.jpg	0	1	0	1	1	0	0	1	0	1	0
41977.jpg	1	0	1	1	1	1	1	0	1	1	0
41978.jpg	1	0	0	0	1	0	1	1	0	1	0
41979.jpg	1	1	1	0	0	0	1	1	0	1	1
41980.jpg	0	1	0	0	1	0	1	1	0	1	0
41981.jpg	0	0	1	1	1	1	1	0	0	1	0
41982.jpg	1	1	0	0	1	0	1	1	1	1	1
41983.jpg	0	1	1	1	1	0	1	0	0	1	0
41984.jpg	0	1	1	1	1	0	1	1	0	1	0
41985.jpg	0	0	0	1	1	0	0	0	0	0	0
41986.jpg	0	1	1	1	1	1	0	1	0	0	0
41987.jpg	0	1	1	1	1	1	1	1	1	1	0
41988.jpg	1	1	1	1	1	1	1	1	1	1	1
41989.jpg	0	1	0	1	1	1	0	1	1	0	0
41990.jpg	0	1	1	1	1	1	1	0	1	1	0
41991.jpg	1	1	1	0	1	0	1	1	0	1	1
41992.jpg	0	1	0	1	1	1	1	1	0	1	0
41993.jpg	1	0	0	1	1	0	1	0	1	1	0
41994.jpg	1	0	0	0	1	0	1	1	0	1	0
41995.jpg	0	1	0	1	1	1	1	0	0	1	0
41996.jpg	1	1	0	0	1	0	1	1	1	0	1
41997.jpg	0	0	1	0	1	0	1	1	0	1	1
41998.jpg	0	0	1	1	1	0	1	1	1	1	0
41999.jpg	0	1	1	1	1	1	1	1	1	1	0
42000.jpg	1	1	1	1	1	1	1	1	1	1	1
42001.jpg	1	1	0	0	1	0	1	1	1	0	0
42002.jpg	1	1	1	0	1	0	1	1	0	1	0
42003.jpg	1	1	0	0	1	0	1	1	1	1	1
42004.jpg	1	0	1	0	1	0	1	1	0	1	0
42005.jpg	0	1	0	1	1	0	1	1	0	1	0
42006.jpg	0	1	0	0	1	0	1	1	0	0	1
42007.jpg	1	1	0	0	1	0	1	1	0	1	0
42008.jpg	1	0	1	0	1	0	1	1	0	1	0
42009.jpg	0	1	0	1	1	0	0	1	0	1	0
42010.jpg	1	0	0	1	1	1	1	0	1	1	1
42011.jpg	0	1	1	0	1	0	1	1	0	1	0
42012.jpg	0	1	1	0	1	0	1	1	1	1	1
42013.jpg	1	1	1	1	1	0	1	0	0	1	1
42014.jpg	1	1	1	0	1	0	1	1	0	1	0
42015.jpg	1	0	0	1	1	0	1	1	0	1	0
42016.jpg	0	0	1	0	1	0	1	1	0	1	0
42017.jpg	0	1	0	1	1	0	1	0	0	0	0
42018.jpg	0	1	1	0	1	0	1	0	0	1	0
42019.jpg	0	1	1	1	1	0	1	0	0	1	0
42020.jpg	1	0	1	0	1	0	1	1	0	1	1
42021.jpg	1	1	0	1	1	1	1	1	0	1	0
42022.jpg	1	1	0	0	1	0	0	1	0	1	1
42023.jpg	1	1	1	0	0	0	1	1	1	1	0
42024.jpg	1	1	1	1	1	1	1	0	1	1	0
42025.jpg	0	0	1	0	1	0	1	1	1	1	1
42026.jpg	0	1	0	1	0	0	1	1	0	0	0
42027.jpg	0	1	1	1	1	1	1	1	1	1	0
42028.jpg	1	1	0	0	1	0	1	1	1	1	1
42029.jpg	1	0	0	0	1	0	1	1	0	1	1
42030.jpg	1	1	1	0	1	0	0	1	0	1	0
42031.jpg	1	1	1	0	1	0	1	1	1	1	1
42032.jpg	0	1	1	1	1	1	0	0	0	1	0
42033.jpg	1	1	0	0	0	0	1	1	1	1	0
42034.jpg	1	0	0	1	1	1	1	1	1	1	1
42035.jpg	0	1	1	0	1	0	1	0	0	1	1
42036.jpg	0	1	1	1	1	1	1	0	1	1	0
42037.jpg	0	1	0	1	1	0	1	0	0	1	0
42038.jpg	1	1	1	0	1	0	1	1	1	1	1
42039.jpg	0	1	1	1	1	1	1	0	0	1	0
42040.jpg	0	1	1	1	1	0	0	0	0	1	0
42041.jpg	0	1	0	1	1	0	0	0	1	1	0
42042.jpg	1	1	0	1	1	1	0	0	0	1	0
42043.jpg	0	0	1	0	1	0	1	1	1	1	1
42044.jpg	0	0	1	0	1	0	1	1	0	1	1
42045.jpg	1	1	0	0	0	0	1	1	0	1	1
42046.jpg	0	0	0	1	0	0	0	1	0	1	0
42047.jpg	0	1	1	1	1	1	1	1	1	1	0
42048.jpg	1	1	1	1	1	1	1	1	0	1	1
42049.jpg	0	0	0	0	1	0	1	1	1	1	1
42050.jpg	0	1	1	1	1	1	1	1	0	1	0
42051.jpg	1	1	0	0	1	0	1	1	1	0	0
42052.jpg	1	1	0	1	1	0	1	1	0	1	0
42053.jpg	0	1	0	1	1	1	1	0	0	1	0
42054.jpg	0	0	1	1	1	1	1	0	0	1	0
42055.jpg	0	0	1	1	1	0	1	1	0	1	0
42056.jpg	1	1	0	1	0	0	1	1	0	1	0
42057.jpg	1	0	1	0	1	0	1	1	1	0	1
42058.jpg	0	1	1	1	1	1	1	0	0	1	0
42059.jpg	1	1	0	1	1	1	1	1	0	1	0
42060.jpg	0	0	1	0	1	0	1	1	0	1	0
42061.jpg	0	1	1	1	0	1	1	1	0	1	0
42062.jpg	1	0	0	1	1	1	1	1	0	1	0
42063.jpg	0	0	0	1	0	0	1	1	0	1	0
42064.jpg	0	1	1	1	1	0	0	0	0	1	0
42065.jpg	1	1	0	0	1	0	1	0	0	1	1
42066.jpg	1	1	1	0	1	0	1	1	1	1	1
42067.jpg	0	1	1	1	1	0	0	0	0	1	0
42068.jpg	1	1	1	1	1	0	1	0	1	1	0
42069.jpg	1	0	0	0	1	0	1	1	0	1	0
42070.jpg	0	1	1	1	1	1	1	1	0	1	0
42071.jpg	0	1	1	0	1	0	0	1	1	1	1
42072.jpg	0	1	1	1	1	1	0	0	1	1	0
42073.jpg	1	0	0	0	1	0	1	1	1	0	0
42074.jpg	0	1	1	0	1	0	1	1	1	1	0
42075.jpg	0	1	0	1	1	1	1	1	0	1	0
42076.jpg	1	0	0	0	1	0	1	1	1	1	0
42077.jpg	0	0	0	1	1	0	0	1	0	1	0
42078.jpg	0	1	0	1	1	1	1	0	0	0	0
42079.jpg	1	1	1	1	1	1	1	0	1	1	0
42080.jpg	1	1	1	0	1	0	1	1	1	1	1
42081.jpg	1	1	1	0	1	0	1	0	1	1	1
42082.jpg	0	1	1	0	1	0	1	1	0	1	1
42083.jpg	0	1	1	1	1	0	1	1	0	1	0
42084.jpg	1	1	0	0	1	0	0	1	0	1	1
42085.jpg	1	0	1	0	1	0	1	1	0	1	1
42086.jpg	1	0	1	0	1	0	1	1	1	1	1
42087.jpg	0	1	0	1	1	0	1	0	0	1	0
42088.jpg	1	1	0	1	0	1	1	1	0	1	0
42089.jpg	1	1	0	1	1	0	0	0	0	1	0
42090.jpg	0	1	0	1	1	0	1	0	0	1	0
42091.jpg	0	1	0	1	1	1	1	1	1	1	0
42092.jpg	1	1	1	1	1	0	0	0	0	1	0
42093.jpg	0	1	0	1	1	0	0	1	0	1	0
42094.jpg	0	0	1	0	1	0	1	1	0	1	0
42095.jpg	0	1	1	1	1	0	1	0	0	1	0
42096.jpg	0	1	0	1	1	1	1	1	1	1	0
42097.jpg	0	1	1	1	1	1	1	1	0	1	0
42098.jpg	0	1	0	1	0	0	1	1	0	1	0
42099.jpg	1	0	1	1	1	0	1	0	1	1	0
42100.jpg	0	1	1	1	1	1	1	0	0	1	0
42101.jpg	1	1	1	0	1	0	1	1	1	1	1
42102.jpg	1	1	0	1	1	1	0	1	0	1	0
42103.jpg	0	1	1	0	1	0	1	1	1	1	1
42104.jpg	1	1	0	1	1	1	1	1	1	1	0
42105.jpg	1	1	1	0	1	0	1	1	0	1	1
42106.jpg	1	1	1	1	1	1	1	0	1	1	0
42107.jpg	0	1	0	0	1	0	1	1	0	1	1
42108.jpg	0	1	1	1	1	1	1	1	1	1	1
42109.jpg	1	1	1	1	1	1	1	1	1	1	1
42110.jpg	1	1	0	1	0	1	1	0	0	1	0
42111.jpg	0	1	0	1	1	1	1	1	0	1	0
42112.jpg	0	1	1	1	1	1	0	1	0	0	0
42113.jpg	1	0	1	1	1	1	1	1	0	0	0
42114.jpg	1	1	1	1	1	0	1	1	0	1	0
42115.jpg	0	1	1	1	1	0	0	0	0	1	0
42116.jpg	1	0	0	0	1	0	1	1	0	1	0
42117.jpg	1	1	1	1	1	1	1	0	0	1	0
42118.jpg	0	1	0	1	1	0	1	1	0	1	0
42119.jpg	0	1	1	0	1	0	0	1	0	1	0
42120.jpg	0	1	0	0	1	0	1	1	1	1	0
42121.jpg	0	1	0	0	1	0	1	0	1	1	0
42122.jpg	1	0	1	1	1	1	1	0	0	1	0
42123.jpg	1	1	1	0	1	0	1	1	1	1	0
42124.jpg	1	0	0	0	1	0	1	1	1	0	0
42125.jpg	1	0	1	0	1	0	1	1	0	1	1
42126.jpg	1	1	1	0	0	0	1	1	0	1	0
42127.jpg	0	1	1	0	1	0	1	1	1	0	1
42128.jpg	0	0	1	1	1	0	1	1	0	1	0
42129.jpg	1	0	1	0	1	0	1	1	1	1	1
42130.jpg	1	1	0	1	1	1	1	0	0	1	0
42131.jpg	1	1	1	0	1	0	1	0	0	1	1
42132.jpg	1	1	1	1	1	0	1	1	0	1	0
42133.jpg	1	1	1	0	1	0	1	1	0	1	1
42134.jpg	0	1	0	1	1	0	1	1	0	1	0
42135.jpg	1	1	0	0	1	0	1	1	1	1	1
42136.jpg	0	1	0	1	1	0	1	0	0	0	0
42137.jpg	1	1	1	0	1	0	1	1	0	1	1
42138.jpg	1	0	1	0	1	0	1	1	1	1	1
42139.jpg	1	1	0	1	1	1	1	0	1	1	0
42140.jpg	1	1	0	1	1	0	0	0	0	0	0
42141.jpg	0	1	1	0	1	0	1	1	0	0	0
42142.jpg	1	0	0	1	1	1	1	1	0	1	0
42143.jpg	0	1	1	1	1	0	0	1	0	1	0
42144.jpg	0	0	0	1	1	1	1	1	1	1	0
42145.jpg	0	0	1	0	1	0	1	1	0	1	0
42146.jpg	1	0	0	1	1	0	1	1	0	1	0
42147.jpg	1	1	1	0	1	0	1	1	1	1	0
42148.jpg	0	1	0	0	0	0	1	1	0	1	0
42149.jpg	0	1	1	1	1	0	1	0	0	1	0
42150.jpg	1	1	1	0	1	0	1	1	1	1	1
42151.jpg	0	0	1	0	1	0	1	0	0	1	0
42152.jpg	0	1	0	1	1	0	1	0	0	1	0
42153.jpg	0	1	0	1	1	0	1	1	0	1	0
42154.jpg	0	1	0	0	0	0	1	1	0	1	0
42155.jpg	1	0	1	1	1	1	0	1	0	1	0
42156.jpg	0	1	1	1	0	0	1	1	0	1	0
42157.jpg	0	1	1	0	1	0	1	1	0	1	0
42158.jpg	0	0	1	1	1	0	1	0	0	1	0
42159.jpg	1	0	1	1	1	1	1	0	0	1	0
42160.jpg	0	1	0	1	1	1	0	0	0	1	0
42161.jpg	0	0	1	0	1	0	1	1	0	1	1
42162.jpg	1	0	1	0	1	0	1	1	1	1	0
42163.jpg	0	0	0	1	1	0	1	0	1	1	0
42164.jpg	0	1	0	0	1	0	1	1	1	1	0
42165.jpg	0	1	0	1	1	0	1	1	0	1	0
42166.jpg	0	0	0	1	1	0	1	0	0	1	0
42167.jpg	0	1	1	1	1	1	1	1	0	1	1
42168.jpg	0	0	1	1	1	0	1	0	0	1	0
42169.jpg	1	0	1	0	1	0	1	0	0	0	0
42170.jpg	0	0	1	1	1	0	1	0	0	1	0
42171.jpg	0	1	1	1	1	0	1	1	0	1	0
42172.jpg	0	1	0	1	1	0	1	0	0	1	0
42173.jpg	1	1	1	0	1	0	1	1	0	1	1
42174.jpg	1	1	0	0	0	0	1	1	1	1	1
42175.jpg	1	1	1	1	1	0	1	1	0	1	0
42176.jpg	1	1	1	1	1	1	1	1	1	1	1
42177.jpg	0	1	1	0	1	0	1	1	1	1	1
42178.jpg	0	1	1	0	1	0	1	0	0	1	0
42179.jpg	1	1	0	0	1	0	1	0	0	1	0
42180.jpg	1	0	1	0	1	0	1	1	0	1	1
42181.jpg	1	1	1	0	1	0	1	1	1	1	1
42182.jpg	0	1	0	1	1	0	0	0	0	0	0
42183.jpg	1	0	0	1	1	1	1	0	0	1	0
42184.jpg	0	0	1	1	1	0	1	0	0	1	0
42185.jpg	1	1	0	1	0	1	1	1	0	1	1
42186.jpg	0	1	0	1	1	0	1	1	0	0	0
42187.jpg	0	1	1	0	1	0	1	0	0	1	1
42188.jpg	1	1	1	0	1	0	1	1	0	1	1
42189.jpg	1	0	1	1	1	1	1	0	0	1	0
42190.jpg	0	0	0	1	0	1	1	1	0	1	0
42191.jpg	0	1	1	1	1	1	1	1	0	0	0
42192.jpg	0	1	1	0	1	0	1	1	0	0	0
42193.jpg	1	1	1	0	1	0	1	1	0	1	1
42194.jpg	1	0	1	0	0	0	1	1	0	1	0
42195.jpg	0	1	1	1	1	1	1	1	0	0	0
42196.jpg	1	1	1	0	1	0	0	1	0	0	0
42197.jpg	0	0	0	1	1	0	1	1	1	1	0
42198.jpg	0	1	0	0	0	0	0	1	0	0	0
42199.jpg	1	1	0	1	1	0	0	0	0	1	0
42200.jpg	0	1	0	1	1	0	0	1	1	1	0
42201.jpg	0	1	1	1	1	1	1	1	1	1	0
42202.jpg	1	0	1	0	1	0	0	1	1	1	1
42203.jpg	0	1	1	1	1	0	1	0	1	1	0
42204.jpg	1	1	0	1	1	1	0	0	0	1	0
42205.jpg	1	1	1	1	1	1	1	1	0	1	0
42206.jpg	0	1	0	1	1	1	1	1	0	1	0
42207.jpg	1	1	1	1	1	1	1	1	0	1	0
42208.jpg	1	1	0	1	0	0	1	1	0	0	0
42209.jpg	1	0	0	0	1	0	0	1	0	1	0
42210.jpg	1	1	0	1	1	0	0	0	0	0	0
42211.jpg	0	1	1	0	1	0	1	1	0	1	0
42212.jpg	1	1	1	0	1	0	1	1	0	1	0
42213.jpg	1	0	1	0	1	0	1	1	1	1	0
42214.jpg	0	1	1	1	1	1	1	1	0	1	0
42215.jpg	0	1	0	0	1	0	1	1	1	1	1
42216.jpg	0	1	0	1	1	1	1	0	0	1	0
42217.jpg	1	1	0	0	0	0	1	1	0	1	0
42218.jpg	0	1	0	1	1	1	1	1	0	1	0
42219.jpg	1	1	0	0	1	0	1	1	0	1	0
42220.jpg	0	0	1	0	1	0	1	1	1	1	0
42221.jpg	1	1	0	0	0	0	1	1	0	1	0
42222.jpg	1	1	1	0	1	0	1	1	0	1	1
42223.jpg	1	0	1	0	1	0	1	1	1	1	1
42224.jpg	0	1	0	1	1	1	1	1	0	1	0
42225.jpg	0	1	0	1	1	1	1	0	0	1	0
42226.jpg	0	1	1	1	1	1	0	1	0	1	0
42227.jpg	0	1	1	0	1	0	1	1	1	1	0
42228.jpg	0	0	0	1	1	0	1	1	0	1	0
42229.jpg	1	0	1	0	1	0	1	1	1	1	1
42230.jpg	0	0	0	1	1	0	1	0	0	1	0
42231.jpg	0	1	0	1	1	0	1	0	0	1	0
42232.jpg	0	0	1	1	0	1	1	1	0	1	1
42233.jpg	0	1	1	0	1	0	1	0	0	1	0
42234.jpg	0	1	1	0	1	0	1	1	1	1	0
42235.jpg	1	1	1	1	1	1	1	0	0	1	0
42236.jpg	1	0	0	0	0	0	1	1	0	1	0
42237.jpg	1	1	1	0	1	0	1	0	0	1	1
42238.jpg	1	1	0	0	1	0	1	1	0	1	0
42239.jpg	1	1	0	1	1	1	1	0	0	1	0
42240.jpg	1	1	0	1	1	1	1	1	1	1	0
42241.jpg	0	1	1	1	1	0	1	1	0	1	0
42242.jpg	1	1	1	0	1	0	1	1	1	1	0
42243.jpg	0	1	0	1	1	1	1	1	1	1	0
42244.jpg	1	1	1	1	1	1	0	0	0	1	0
42245.jpg	0	1	0	0	0	0	0	1	0	1	0
42246.jpg	1	1	1	1	1	1	1	0	0	1	0
42247.jpg	1	1	1	0	1	0	1	1	0	1	0
42248.jpg	1	0	0	1	1	0	1	0	0	1	0
42249.jpg	1	0	0	0	1	0	1	1	0	1	1
42250.jpg	1	0	0	0	1	0	1	1	1	0	0
42251.jpg	0	1	1	1	1	1	1	0	0	1	0
42252.jpg	0	1	0	1	1	0	0	1	0	1	0
42253.jpg	1	1	0	0	0	0	1	1	0	1	1
42254.jpg	1	0	1	1	1	0	0	0	0	1	0
42255.jpg	1	1	0	0	0	0	1	1	0	1	1
42256.jpg	1	0	0	1	1	1	1	1	1	1	0
42257.jpg	0	1	1	1	1	0	1	0	0	1	0
42258.jpg	0	1	1	0	1	0	1	1	1	1	1
42259.jpg	1	0	1	0	1	0	1	1	0	0	1
42260.jpg	1	1	0	1	1	1	1	0	0	1	0
42261.jpg	1	1	1	0	1	0	1	0	0	1	1
42262.jpg	1	1	1	0	1	0	1	1	1	1	1
